Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Female,F,119,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Male,M,93,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,65-74 years,65-74,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,65-74 years,65-74,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Female,F,53,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,85+ years,85+,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,85+ years,85+,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Pyothorax without fistula,J86.9,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,75-84 years,75-84,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,85+ years,85+,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,55-64 years,55-64,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Female,F,67,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,85+ years,85+,Female,F,51,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,85+ years,85+,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,55-64 years,55-64,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,65-74 years,65-74,Female,F,53,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,65-74 years,65-74,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,75-84 years,75-84,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,75-84 years,75-84,Male,M,52,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,85+ years,85+,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,85+ years,85+,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Gastro-oesophageal reflux disease without oesophagitis,K21.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Gastro-oesophageal reflux disease without oesophagitis,K21.9,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Gastro-oesophageal reflux disease without oesophagitis,K21.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Oesophageal obstruction,K22.2,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Perforation of oesophagus,K22.3,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,75-84 years,75-84,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with perforation",K25.5,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with perforation",K25.5,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Gastric ulcer, chronic or unspecified with perforation",K25.5,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,75-84 years,75-84,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,75-84 years,75-84,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,85+ years,85+,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,75-84 years,75-84,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Other specified diseases of stomach and duodenum,K31.8,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Diaphragmatic hernia without obstruction or gangrene,K44.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Diaphragmatic hernia without obstruction or gangrene,K44.9,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Crohn disease, unspecified",K50.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Ulcerative colitis, unspecified",K51.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,65-74 years,65-74,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,75-84 years,75-84,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,75-84 years,75-84,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,85+ years,85+,Female,F,53,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,< 1 year,1,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,55-64 years,55-64,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,55-64 years,55-64,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,65-74 years,65-74,Female,F,117,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,65-74 years,65-74,Male,M,78,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Female,F,212,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Male,M,115,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,85+ years,85+,Female,F,175,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,85+ years,85+,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Chronic vascular disorders of intestine,K55.1,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,55-64 years,55-64,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,55-64 years,55-64,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Female,F,96,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Male,M,73,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Female,F,229,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Male,M,119,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Female,F,192,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Male,M,53,Not Applicable,Not Applicable
,White,2106-3,Volvulus,K56.2,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Volvulus,K56.2,75-84 years,75-84,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Volvulus,K56.2,85+ years,85+,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,Volvulus,K56.2,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Intestinal adhesions [bands] with obstruction,K56.5,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Intestinal adhesions [bands] with obstruction,K56.5,85+ years,85+,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,65-74 years,65-74,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,65-74 years,65-74,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Female,F,139,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Male,M,75,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Female,F,209,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Male,M,72,Not Applicable,Not Applicable
,White,2106-3,"Ileus, unspecified",K56.7,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Diverticular disease of large intestine with perforation and abscess,K57.2,65-74 years,65-74,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Diverticular disease of large intestine with perforation and abscess,K57.2,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Diverticular disease of large intestine with perforation and abscess,K57.2,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Diverticular disease of large intestine without perforation or abscess,K57.3,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,65-74 years,65-74,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,65-74 years,65-74,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,75-84 years,75-84,Female,F,65,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,75-84 years,75-84,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,85+ years,85+,Female,F,60,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,85+ years,85+,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,75-84 years,75-84,Female,F,50,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,75-84 years,75-84,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,85+ years,85+,Female,F,83,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,85+ years,85+,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Megacolon, not elsewhere classified",K59.3,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,65-74 years,65-74,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,65-74 years,65-74,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,75-84 years,75-84,Female,F,77,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,75-84 years,75-84,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,85+ years,85+,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Disease of intestine, unspecified",K63.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Disease of intestine, unspecified",K63.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Acute peritonitis,K65.0,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute peritonitis,K65.0,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Acute peritonitis,K65.0,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Acute peritonitis,K65.0,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Acute peritonitis,K65.0,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,65-74 years,65-74,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,75-84 years,75-84,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,85+ years,85+,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatitis,K70.1,35-44 years,35-44,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatitis,K70.1,35-44 years,35-44,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatitis,K70.1,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatitis,K70.1,45-54 years,45-54,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatitis,K70.1,55-64 years,55-64,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,35-44 years,35-44,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,35-44 years,35-44,Male,M,76,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Male,M,169,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,55-64 years,55-64,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,55-64 years,55-64,Male,M,123,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,65-74 years,65-74,Male,M,99,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,75-84 years,75-84,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,35-44 years,35-44,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,45-54 years,45-54,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,45-54 years,45-54,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,55-64 years,55-64,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,35-44 years,35-44,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,45-54 years,45-54,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,55-64 years,55-64,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,55-64 years,55-64,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Acute and subacute hepatic failure,K72.0,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,35-44 years,35-44,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,35-44 years,35-44,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,45-54 years,45-54,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,45-54 years,45-54,Male,M,65,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Male,M,72,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Female,F,62,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Male,M,79,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,75-84 years,75-84,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,75-84 years,75-84,Male,M,57,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Chronic active hepatitis, not elsewhere classified",K73.2,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Primary biliary cirrhosis,K74.3,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Primary biliary cirrhosis,K74.3,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,25-34 years,25-34,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,35-44 years,35-44,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,35-44 years,35-44,Male,M,101,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Female,F,57,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Male,M,224,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Female,F,121,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Male,M,198,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Female,F,175,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Male,M,220,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Female,F,142,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Male,M,152,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,85+ years,85+,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Hepatorenal syndrome,K76.7,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Hepatorenal syndrome,K76.7,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,35-44 years,35-44,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,45-54 years,45-54,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,45-54 years,45-54,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,55-64 years,55-64,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,65-74 years,65-74,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,75-84 years,75-84,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,85+ years,85+,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Cholecystitis, unspecified",K81.9,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Cholecystitis, unspecified",K81.9,75-84 years,75-84,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Cholecystitis, unspecified",K81.9,85+ years,85+,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Disease of gallbladder, unspecified",K82.9,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Cholangitis,K83.0,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Cholangitis,K83.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Obstruction of bile duct,K83.1,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Obstruction of bile duct,K83.1,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,35-44 years,35-44,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,35-44 years,35-44,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,45-54 years,45-54,Male,M,31,Not Applicable,Not Applicable
